Team _1,Team_2,Venue,Toss_Won,Elected,Winner,TOss1
Sunrises Hyderabad,Kolkata Night Riders,Rajiv Gandhi(Hyderabad),2,1,Kolkata Night Riders,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),2,1,Kolkata Night Riders,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Subrata(Gahunje),2,1,Kolkata Night Riders,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Sawai Mansingh(Jaipur),2,0,Kolkata Night Riders,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Sawai Mansingh(Jaipur),2,0,Kolkata Night Riders,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Sawai Mansingh(Jaipur),2,0,Kolkata Night Riders,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Kingsmaid(Durban),2,0,Kolkata Night Riders,Kolkata Night Riders
Mumbai Indians,Chennai Super Kings,Feroz Shah(Delhi),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Sharjah Stadium,1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Rajiv Gandhi(Hyderabad),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Maharashtra(Pune),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Eden(Kolkata),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Brabourne(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Sheikh Zayed Stadium(Dubai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,DR PY Patil(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,St George(Port Elizabeth),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,Holkar(Indore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,Maharani(Indore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,PCA(Mohali),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,PCA(Mohali),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,Brabourne(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,MA Chidambaram(Chennai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Sharjah Stadium,1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Feroz Shah(Delhi),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Sardar Patel(Ahmedabad),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Brabourne(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Delhi Capitals,Sheikh Zayed Stadium(Dubai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Delhi Capitals,Dubai Sports(Dubai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Delhi Capitals,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Delhi Capitals,Brabourne(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Eden(Kolkata),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Eden(Kolkata),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Wankhede(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Buffalo Park(London),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,St George(Port Elizabeth),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Wankhede(Mumbai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),1,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Rajasthan Royals,DR PY Patil(Mumbai),1,0,Mumbai Indians,Mumbai Indians
Punjab Kings,Mumbai Indians,Sheikh Zayed Stadium(Dubai),1,0,Mumbai Indians,Punjab Kings
Punjab Kings,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Punjab Kings
Punjab Kings,Mumbai Indians,PCA(Mohali),1,0,Mumbai Indians,Punjab Kings
Punjab Kings,Mumbai Indians,Wankhede(Mumbai),1,1,Mumbai Indians,Punjab Kings
Punjab Kings,Mumbai Indians,PCA(Mohali),1,1,Mumbai Indians,Punjab Kings
Punjab Kings,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Punjab Kings
Punjab Kings,Mumbai Indians,Centruion Park,1,1,Mumbai Indians,Punjab Kings
Chennai Super Kings,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,MA Chidambaram(Chennai),1,0,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,MA Chidambaram(Chennai),1,1,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,MA Chidambaram(Chennai),1,1,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Eden(Kolkata),1,0,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Newsland(Capetown),1,0,Mumbai Indians,Chennai Super Kings
Delhi Capitals,Mumbai Indians,Dubai Sports(Dubai),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,DR PY Patil(Mumbai),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),1,1,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),1,1,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Andhra Cricket(Vishakapatnam),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),1,1,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),1,0,Mumbai Indians,Delhi Capitals
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),1,0,Mumbai Indians,Delhi Capitals
Royal Challengers Banglore,Mumbai Indians,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,Wankhede(Mumbai),1,1,Mumbai Indians,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,M Chinnaswammy(Banglore),1,0,Mumbai Indians,Royal Challengers Banglore
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),1,0,Mumbai Indians,Sunrises Hyderabad
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),1,1,Mumbai Indians,Sunrises Hyderabad
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),1,1,Mumbai Indians,Sunrises Hyderabad
Rajasthan Royals,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Eden(Kolkata),1,1,Mumbai Indians,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),1,1,Mumbai Indians,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),1,0,Mumbai Indians,Rajasthan Royals
Kolkata Night Riders,Mumbai Indians,MA Chidambaram(Chennai),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Sheikh Zayed Stadium(Dubai),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Sheikh Zayed Stadium(Dubai),1,1,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Eden(Kolkata),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Brabourne(Mumbai),1,1,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Eden(Kolkata),1,1,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Wankhede(Mumbai),1,0,Mumbai Indians,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Bara1i(Cuttack),1,0,Mumbai Indians,Kolkata Night Riders
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),2,0,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),2,0,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Eden(Kolkata),2,0,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),2,0,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Newsland(Capetown),2,0,Mumbai Indians,Chennai Super Kings
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Mumbai Indians,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),2,0,Mumbai Indians,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),2,1,Mumbai Indians,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Mumbai Indians,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),2,0,Mumbai Indians,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Mumbai Indians,Royal Challengers Banglore
Mumbai Indians,Punjab Kings,Sheikh Zayed Stadium(Dubai),2,0,Mumbai Indians,Punjab Kings
Mumbai Indians,Punjab Kings,Wankhede(Mumbai),2,0,Mumbai Indians,Punjab Kings
Mumbai Indians,Punjab Kings,PCA(Mohali),2,0,Mumbai Indians,Punjab Kings
Mumbai Indians,Punjab Kings,Wankhede(Mumbai),2,1,Mumbai Indians,Punjab Kings
Mumbai Indians,Punjab Kings,PCA(Mohali),2,1,Mumbai Indians,Punjab Kings
Mumbai Indians,Punjab Kings,Wankhede(Mumbai),2,0,Mumbai Indians,Punjab Kings
Mumbai Indians,Punjab Kings,Centruion Park,2,1,Mumbai Indians,Punjab Kings
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Mumbai Indians,Sunrises Hyderabad
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Mumbai Indians,Sunrises Hyderabad
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Mumbai Indians,Sunrises Hyderabad
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),2,0,Mumbai Indians,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),2,0,Mumbai Indians,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Eden(Kolkata),2,1,Mumbai Indians,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),2,0,Mumbai Indians,Rajasthan Royals
